,date,user_loc,followers,friends,message,tokens,no,predictions
259,2/19/2019 11:20,"Ohio, USA and the World.",10278,10600,great idea   and the doctor just used this on me for an incision on my leg. worked like a charm. … ,"['great', 'idea', 'doctor', 'used', 'incision', 'leg', 'worked', 'like', 'charm', '…']","['great', 'idea', 'doctor', 'used', 'incision', 'leg', 'worked', 'like', 'charm']",0
260,2/19/2019 11:20,"Melbourne, Victoria",238,882,found on great tuesdaythoughts,"['found', 'great', 'tuesdaythoughts']","['found', 'great']",4
261,2/19/2019 11:20,London,186,225,"i’ve just realised that i am constantly rolling my eyes now and i’m not sure if this is a recent thing, or circa ju… ","['i’ve', 'realised', 'constantly', 'rolling', 'eyes', 'i’m', 'sure', 'recent', 'thing', 'circa', 'ju…']","['i’ve', 'realised', 'constantly', 'rolling', 'eyes', 'i’m', 'sure', 'recent', 'thing', 'circa', 'ju…']",0
262,2/19/2019 11:20,"Amersham, South East",126,201,. just goes to show how much gym culture is swathed in body image and weight stigma,"['goes', 'show', 'much', 'gym', 'culture', 'swathed', 'body', 'image', 'weight', 'stigma']","['goes', 'show', 'much', 'gym', 'culture', 'swathed', 'body', 'image', 'weight', 'stigma']",0
263,2/19/2019 11:21,"Cape May Court House, NJ",588,560,love how you start each day so positive 🧡,"['love', 'start', 'day', 'positive', '🧡']","['love', 'start', 'day', 'positive', '🧡']",4
264,2/19/2019 11:21,Nigeria,557,151,nowplaying   migosflooded.mp3 on unilagmusic with  &gt;&gt;  burna… ,"['nowplaying', 'migosfloodedmp3', 'unilagmusic', 'gtgt', 'burna…']","['nowplaying', 'migosfloodedmp3', 'unilagmusic', 'gtgt', 'burna…']",0
265,2/19/2019 11:21,North American Tectonic Plate,2225,2218,faqed ap tuesdaythoughts tuesdaymotivation faq faqedap  via ,"['faqed', 'ap', 'tuesdaythoughts', 'tuesdaymotivation', 'faq', 'faqedap', 'via']","['faqed', 'ap', 'tuesdaymotivation', 'faq', 'faqedap', 'via']",4
266,2/19/2019 11:21,Northern Light✨,458,318,me. always  starwarsfan tuesdaythoughts ,"['always', 'starwarsfan', 'tuesdaythoughts']","['always', 'starwarsfan']",0
267,2/19/2019 11:21,Nigeria,914,565,"keeping a low profile doesn't mean you're substandard, it means you appreciate yourself enough to avoid unnecessary… ","['keeping', 'low', 'profile', 'doesnt', 'mean', 'youre', 'substandard', 'means', 'appreciate', 'enough', 'avoid', 'unnecessary…']","['keeping', 'low', 'profile', 'doesnt', 'mean', 'youre', 'substandard', 'means', 'appreciate', 'enough', 'avoid', 'unnecessary…']",4
268,2/19/2019 11:21,There's Me@REEATIME @ANNAWAANT,4846,5209,tuesdaythoughts what do you say now  ,"['tuesdaythoughts', 'say']",['say'],0
269,2/19/2019 11:21,"Rome, GA",544,25,how to be a superhero in real life: 1) develop a useful skill 2) learn and practice 3) help others and feel super… ,"['superhero', 'real', 'life', '1', 'develop', 'useful', 'skill', '2', 'learn', 'practice', '3', 'help', 'others', 'feel', 'super…']","['superhero', 'real', 'life', '1', 'develop', 'useful', 'skill', '2', 'learn', 'practice', '3', 'help', 'others', 'feel', 'super…']",0
270,2/19/2019 11:21,,93,44,"tuesdaymotivation tuesdaythoughts of all of these motivational words, i was drawn most to 'valves'. apparently v… ","['tuesdaymotivation', 'tuesdaythoughts', 'motivational', 'words', 'drawn', 'valves', 'apparently', 'v…']","['tuesdaymotivation', 'motivational', 'words', 'drawn', 'valves', 'apparently', 'v…']",4
271,2/19/2019 11:21,New Delhi,83,27,"studying at a new place, in a new country can be exciting but when the going gets tough get in touch with our peer… ","['studying', 'new', 'place', 'new', 'country', 'exciting', 'going', 'gets', 'tough', 'get', 'touch', 'peer…']","['studying', 'new', 'place', 'new', 'country', 'exciting', 'going', 'gets', 'tough', 'get', 'touch', 'peer…']",4
272,2/19/2019 11:21,"Shrewsbury, England",3634,2421,tuesdaythoughts have you adopted a cat or kitten from us. it may seem early but it's time to start thinking abo… ,"['tuesdaythoughts', 'adopted', 'cat', 'kitten', 'us', 'may', 'seem', 'early', 'time', 'start', 'thinking', 'abo…']","['adopted', 'cat', 'kitten', 'us', 'may', 'seem', 'early', 'time', 'start', 'thinking', 'abo…']",0
273,2/19/2019 11:21,"Ohio, USA",6756,4313,emotions drive behavior. when i look around it seems that people operate from two different emotional phases: the r… ,"['emotions', 'drive', 'behavior', 'look', 'around', 'seems', 'people', 'operate', 'two', 'different', 'emotional', 'phases', 'r…']","['emotions', 'drive', 'behavior', 'look', 'around', 'seems', 'people', 'operate', 'two', 'different', 'emotional', 'phases', 'r…']",0
274,2/19/2019 11:21,,33088,30980,"hey folks, don't you find it strange that orange turd  takes his rage out on mueller, and not the s… ","['hey', 'folks', 'dont', 'find', 'strange', 'orange', 'turd', 'takes', 'rage', 'mueller', 's…']","['hey', 'folks', 'dont', 'find', 'strange', 'orange', 'turd', 'takes', 'rage', 'mueller', 's…']",0
275,2/19/2019 11:21,"New Delhi, India",626,2588,"those who have ‘satnaam’ and who do its jaap with full faith, all of their miseries disappear and they attain pea… ","['‘satnaam’', 'jaap', 'full', 'faith', 'miseries', 'disappear', 'attain', 'pea…']","['‘satnaam’', 'jaap', 'full', 'faith', 'miseries', 'disappear', 'attain', 'pea…']",0
276,2/19/2019 11:21,,51,385,tuesdaymotivation wachastresstuesday tuesdaythoughts     ,"['tuesdaymotivation', 'wachastresstuesday', 'tuesdaythoughts']","['tuesdaymotivation', 'wachastresstuesday']",0
277,2/19/2019 11:21,"Indianapolis, IN",567,1705,"tuesdaythoughts ""if it's important to u, you'll find a way. if no, you'll find an excuse","['tuesdaythoughts', 'important', 'u', 'youll', 'find', 'way', 'youll', 'find', 'excuse']","['important', 'u', 'youll', 'find', 'way', 'youll', 'find', 'excuse']",0
278,2/19/2019 11:21,"New Jersey, USA",191,168,if it’s mint to be it will be  nationalmintday nationalchocolatemint tuesdaythoughts tuesdaymotivation… ,"['it’s', 'mint', 'nationalmintday', 'nationalchocolatemint', 'tuesdaythoughts', 'tuesdaymotivation…']","['it’s', 'mint', 'nationalmintday', 'nationalchocolatemint', 'tuesdaymotivation…']",0
279,2/19/2019 11:21,"Lagos, Nigeria",1003,721,take chances  leave the safe zone if you want to grow tuesdaythoughts wxalimited grow chances ,"['take', 'chances', 'leave', 'safe', 'zone', 'want', 'grow', 'tuesdaythoughts', 'wxalimited', 'grow', 'chances']","['take', 'chances', 'leave', 'safe', 'zone', 'want', 'grow', 'wxalimited', 'grow', 'chances']",0
280,2/19/2019 11:21,castelfranco veneto (Italy),1071,905,i just added a new piece of art to   19febbraio tuesdaymotivation… ,"['added', 'new', 'piece', 'art', '19febbraio', 'tuesdaymotivation…']","['added', 'new', 'piece', 'art', '19febbraio', 'tuesdaymotivation…']",4
281,2/19/2019 11:21,United Kingdom,645,3336,of course that is corbyn but can you name a british mp who lied to the voters at least ten times? can you name a b… ,"['course', 'corbyn', 'name', 'british', 'mp', 'lied', 'voters', 'least', 'ten', 'times', 'name', 'b…']","['course', 'corbyn', 'name', 'british', 'mp', 'lied', 'voters', 'least', 'ten', 'times', 'name', 'b…']",4
282,2/19/2019 11:21,"Lagos, Nigeria",247,762,smell natural when you purchase any of our brut musk variant products from any store near you today.… ,"['smell', 'natural', 'purchase', 'brut', 'musk', 'variant', 'products', 'store', 'near', 'today…']","['smell', 'natural', 'purchase', 'brut', 'musk', 'variant', 'products', 'store', 'near', 'today…']",0
283,2/19/2019 11:21,"Illinois, USA",7888,1653,"people don't know it, but the rejection of the gospel message is equivalent to refusing help when you're drowning.… ","['people', 'dont', 'know', 'rejection', 'gospel', 'message', 'equivalent', 'refusing', 'help', 'youre', 'drowning…']","['people', 'dont', 'know', 'rejection', 'gospel', 'message', 'equivalent', 'refusing', 'help', 'youre', 'drowning…']",0
284,2/19/2019 11:21,"Barcelona, Spain",1730,472,this beautiful apartment is waiting for you in the heart of the gothicquarter in barcelona. an elegant and luxury… ,"['beautiful', 'apartment', 'waiting', 'heart', 'gothicquarter', 'barcelona', 'elegant', 'luxury…']","['beautiful', 'apartment', 'waiting', 'heart', 'gothicquarter', 'barcelona', 'elegant', 'luxury…']",4
285,2/19/2019 11:21,,0,1,pls  laptop  19990  taheemrajat web:  fb:  ,"['pls', 'laptop', '19990', 'taheemrajat', 'web', 'fb']","['pls', 'laptop', '19990', 'taheemrajat', 'web', 'fb']",0
286,2/19/2019 11:21,"MUTHAIGA BUSINESS CENTRE, Nair",2516,4746,"your digital branding should always be noteworthy, exciting and fresh while still building on the brand's core valu… ","['digital', 'branding', 'always', 'noteworthy', 'exciting', 'fresh', 'still', 'building', 'brands', 'core', 'valu…']","['digital', 'branding', 'always', 'noteworthy', 'exciting', 'fresh', 'still', 'building', 'brands', 'core', 'valu…']",0
287,2/19/2019 11:21,Sousse Tunisia,17,26," hi,you can earn 100 dollars per day    , visit these links  ","['hiyou', 'earn', '100', 'dollars', 'per', 'day', 'visit', 'links']","['hiyou', 'earn', '100', 'dollars', 'per', 'day', 'visit', 'links']",0
288,2/19/2019 11:21,"Mumbai, India",3,0,"pushkaraj chipade student of welingkar institute of management  pgp entrepreneurshipmanagement, batch 201819. r… ","['pushkaraj', 'chipade', 'student', 'welingkar', 'institute', 'management', 'pgp', 'entrepreneurshipmanagement', 'batch', '201819', 'r…']","['pushkaraj', 'chipade', 'student', 'welingkar', 'institute', 'management', 'pgp', 'entrepreneurshipmanagement', 'batch', '201819', 'r…']",0
289,2/19/2019 11:21,"Bristol, CT",507,479,"you may have made some bad choices but don’t let that hold you prisoner, learn your lesson and move forward today i… ","['may', 'made', 'bad', 'choices', 'don’t', 'let', 'hold', 'prisoner', 'learn', 'lesson', 'move', 'forward', 'today', 'i…']","['may', 'made', 'bad', 'choices', 'don’t', 'let', 'hold', 'prisoner', 'learn', 'lesson', 'move', 'forward', 'today', 'i…']",0
290,2/19/2019 11:21,,1675,1395,smallie pizza for a smallie what's stopping you from getting yours? tuesdaythoughts ,"['smallie', 'pizza', 'smallie', 'whats', 'stopping', 'getting', 'tuesdaythoughts']","['smallie', 'pizza', 'smallie', 'whats', 'stopping', 'getting']",0
291,2/19/2019 11:22,"Norfolk, United Kingdom",143,839,"tuesdaythoughts | fabric exhibition displays are for everything, not just for exhibitions:  ","['tuesdaythoughts', 'fabric', 'exhibition', 'displays', 'everything', 'exhibitions']","['fabric', 'exhibition', 'displays', 'everything', 'exhibitions']",0
292,2/19/2019 11:22,"Warrington, Cheshire",3056,3328,tuesdaythoughts how you found your why? smallbiz ,"['tuesdaythoughts', 'found', 'smallbiz']","['found', 'smallbiz']",0
293,2/19/2019 11:22,"Lagos, Nigeria",6834,6617,brand new music video: dj neptune feat.  &amp;  jesse jagz  bloodandfire    {official video} :… ,"['brand', 'new', 'music', 'video', 'dj', 'neptune', 'feat', 'amp', 'jesse', 'jagz', 'bloodandfire', 'official', 'video', '…']","['brand', 'new', 'music', 'video', 'dj', 'neptune', 'feat', 'amp', 'jesse', 'jagz', 'bloodandfire', 'official', 'video']",4
294,2/19/2019 11:22,"The Wild, Missouri ",437,795,16 hour shifts are brutal tuesdaythoughts,"['16', 'hour', 'shifts', 'brutal', 'tuesdaythoughts']","['16', 'hour', 'shifts', 'brutal']",0
295,2/19/2019 11:22,London,9819,9966,i like this one: larrykim   tuesdaythoughts: this library lends out… ,"['like', 'one', 'larrykim', 'tuesdaythoughts', 'library', 'lends', 'out…']","['like', 'one', 'larrykim', 'library', 'lends', 'out…']",0
296,2/19/2019 11:22,London,9819,9966,i like this one: restorehope_20   the people want to revokearticle50… ,"['like', 'one', 'restorehope20', 'people', 'want', 'revokearticle50…']","['like', 'one', 'restorehope20', 'people', 'want', 'revokearticle50…']",0
297,2/19/2019 11:22,Midwest,933,2881,tuesdaythoughts hmmm looks like it is gonna be a long day  ,"['tuesdaythoughts', 'hmmm', 'looks', 'like', 'gonna', 'long', 'day']","['hmmm', 'looks', 'like', 'gonna', 'long', 'day']",0
298,2/19/2019 11:22,,31683,11998,uk elites want to cancel brexit just like the us swamp want to cancel trump’s election and his presidency. they onl… ,"['uk', 'elites', 'want', 'cancel', 'brexit', 'like', 'us', 'swamp', 'want', 'cancel', 'trump’s', 'election', 'presidency', 'onl…']","['uk', 'elites', 'want', 'cancel', 'brexit', 'like', 'us', 'swamp', 'want', 'cancel', 'trump’s', 'election', 'presidency', 'onl…']",0
299,2/19/2019 11:22,"Chandigarh, India",2,2,a day well spent  pagg punjab family pinjoregardan beauty travel photograph tuesdaythoughts yatra… ,"['day', 'well', 'spent', 'pagg', 'punjab', 'family', 'pinjoregardan', 'beauty', 'travel', 'photograph', 'tuesdaythoughts', 'yatra…']","['day', 'well', 'spent', 'pagg', 'punjab', 'family', 'pinjoregardan', 'beauty', 'travel', 'photograph', 'yatra…']",4
300,2/19/2019 11:22,"Bhubaneshwar, India",6,15,mahatma gandhi and human security   drsarangi  positivevibestoday positivevibes… ,"['mahatma', 'gandhi', 'human', 'security', 'drsarangi', 'positivevibestoday', 'positivevibes…']","['mahatma', 'gandhi', 'human', 'security', 'drsarangi', 'positivevibestoday', 'positivevibes…']",0
301,2/19/2019 11:22,London,14608,398,the culture whisper team round up the most exciting talks happening in london to book now:  ,"['culture', 'whisper', 'team', 'round', 'exciting', 'talks', 'happening', 'london', 'book']","['culture', 'whisper', 'team', 'round', 'exciting', 'talks', 'happening', 'london', 'book']",4
302,2/19/2019 11:22,"Manchester, England",1668,1140,samsung’s galaxys10 and galaxy buds leak in tv commercial oops if there was a guinness world record fo… ,"['samsung’s', 'galaxys10', 'galaxy', 'buds', 'leak', 'tv', 'commercial', 'oops', 'guinness', 'world', 'record', 'fo…']","['samsung’s', 'galaxys10', 'galaxy', 'buds', 'leak', 'tv', 'commercial', 'oops', 'guinness', 'world', 'record', 'fo…']",0
303,2/19/2019 11:22,UK.,621,511,"in the year that sees 80 yrs since start of wwii with food rationing &amp; general shortages, here's 'beautiful words… ","['year', 'sees', '80', 'yrs', 'since', 'start', 'wwii', 'food', 'rationing', 'amp', 'general', 'shortages', 'heres', 'beautiful', 'words…']","['year', 'sees', '80', 'yrs', 'since', 'start', 'wwii', 'food', 'rationing', 'amp', 'general', 'shortages', 'heres', 'beautiful', 'words…']",0
304,2/19/2019 11:22,United Kingdom,47,230,just done some back rehab testing on holds. almost 1 minute each movement. rehab tuesdaythoughts tuesdaymotivation,"['done', 'back', 'rehab', 'testing', 'holds', 'almost', '1', 'minute', 'movement', 'rehab', 'tuesdaythoughts', 'tuesdaymotivation']","['done', 'back', 'rehab', 'testing', 'holds', 'almost', '1', 'minute', 'movement', 'rehab', 'tuesdaymotivation']",0
305,2/19/2019 11:22,,216,151,"yesterday i gave out free fixed match and people ignored, don't say i didn't give out this link. follow the link &amp;… ","['yesterday', 'gave', 'free', 'fixed', 'match', 'people', 'ignored', 'dont', 'say', 'didnt', 'give', 'link', 'follow', 'link', 'amp…']","['yesterday', 'gave', 'free', 'fixed', 'match', 'people', 'ignored', 'dont', 'say', 'didnt', 'give', 'link', 'follow', 'link', 'amp…']",0
306,2/19/2019 11:22,"Portland, ME",101,13,"once in life do fall in love not necessarily with a person but with an idea, a dream, an ambition more often it w… ","['life', 'fall', 'love', 'necessarily', 'person', 'idea', 'dream', 'ambition', 'often', 'w…']","['life', 'fall', 'love', 'necessarily', 'person', 'idea', 'dream', 'ambition', 'often', 'w…']",4
307,2/19/2019 11:22,Nigeria,505,1106,in what year was the aib autonomous? download the aib mobile app: visit… ,"['year', 'aib', 'autonomous', 'download', 'aib', 'mobile', 'app', 'visit…']","['year', 'aib', 'autonomous', 'download', 'aib', 'mobile', 'app', 'visit…']",0
308,2/19/2019 11:22,"Melbourne, Victoria",238,882,found one great tuesdaythoughts,"['found', 'one', 'great', 'tuesdaythoughts']","['found', 'one', 'great']",4
309,2/19/2019 11:22,"Harrogate, United Kingdom",786,808,"when did you last think about how well your website works for your business? get thinking today with a free, no obl… ","['last', 'think', 'well', 'website', 'works', 'business', 'get', 'thinking', 'today', 'free', 'obl…']","['last', 'think', 'well', 'website', 'works', 'business', 'get', 'thinking', 'today', 'free', 'obl…']",4
310,2/19/2019 11:22,"Milwaukee, WI",4,104,waking up by salt trucks and barking dogs  yeah i’m still in wisconsin tuesdaythoughts ,"['waking', 'salt', 'trucks', 'barking', 'dogs', 'yeah', 'i’m', 'still', 'wisconsin', 'tuesdaythoughts']","['waking', 'salt', 'trucks', 'barking', 'dogs', 'yeah', 'i’m', 'still', 'wisconsin']",0
311,2/19/2019 11:22,"Kent, UK",2961,800,what happens when the perfect marriage becomes the perfect mess? tuesdaythoughts 'funny. great characters. a few… ,"['happens', 'perfect', 'marriage', 'becomes', 'perfect', 'mess', 'tuesdaythoughts', 'funny', 'great', 'characters', 'few…']","['happens', 'perfect', 'marriage', 'becomes', 'perfect', 'mess', 'funny', 'great', 'characters', 'few…']",4
312,2/19/2019 11:22,"Mumbai, India",3,0,"sakshi pore, student of welingkar institute of management  pgp entrepreneurshipmanagement, batch 201819. regist… ","['sakshi', 'pore', 'student', 'welingkar', 'institute', 'management', 'pgp', 'entrepreneurshipmanagement', 'batch', '201819', 'regist…']","['sakshi', 'pore', 'student', 'welingkar', 'institute', 'management', 'pgp', 'entrepreneurshipmanagement', 'batch', '201819', 'regist…']",0
313,2/19/2019 11:22,,33088,30980,hey orange turd  go outside the white house and look up. those two birds are watching your preside… ,"['hey', 'orange', 'turd', 'go', 'outside', 'white', 'house', 'look', 'two', 'birds', 'watching', 'preside…']","['hey', 'orange', 'turd', 'go', 'outside', 'white', 'house', 'look', 'two', 'birds', 'watching', 'preside…']",0
314,2/19/2019 11:22,"Nairobi, Kenya",148,664,      i love it 8/10 my rating … ,"['love', '810', 'rating', '…']","['love', '810', 'rating']",4
315,2/19/2019 11:22,,5,20,"hello great people herei think, we should strive for greatnessbeing great does not mean being perfect. greatness… ","['hello', 'great', 'people', 'herei', 'think', 'strive', 'greatnessbeing', 'great', 'mean', 'perfect', 'greatness…']","['hello', 'great', 'people', 'herei', 'think', 'strive', 'greatnessbeing', 'great', 'mean', 'perfect', 'greatness…']",4
316,2/19/2019 11:22,Украина,342,644,it's a good tuesday to walk your cat in realmcraft  tellurionmobile gamedev indiedev… ,"['good', 'tuesday', 'walk', 'cat', 'realmcraft', 'tellurionmobile', 'gamedev', 'indiedev…']","['good', 'walk', 'cat', 'realmcraft', 'tellurionmobile', 'gamedev', 'indiedev…']",4
317,2/19/2019 11:23,"Cheshire, Bristol & Herts",10533,840,didyouknow: dogs lick you as a way to demonstrate they are submissive towards you   so maybe those sloppy kisses… ,"['didyouknow', 'dogs', 'lick', 'way', 'demonstrate', 'submissive', 'towards', 'maybe', 'sloppy', 'kisses…']","['didyouknow', 'dogs', 'lick', 'way', 'demonstrate', 'submissive', 'towards', 'maybe', 'sloppy', 'kisses…']",4
318,2/19/2019 11:23,United Kingdom,388,1354,are you wondering about potty training or worried about your childhood bladder issues? download catch for guidance… ,"['wondering', 'potty', 'training', 'worried', 'childhood', 'bladder', 'issues', 'download', 'catch', 'guidance…']","['wondering', 'potty', 'training', 'worried', 'childhood', 'bladder', 'issues', 'download', 'catch', 'guidance…']",0
319,2/19/2019 11:23,"South East, England",955,454,"watling court residents in gravesend had a right hoot last week, when some owls flew into visit tuesdaythoughts… ","['watling', 'court', 'residents', 'gravesend', 'right', 'hoot', 'last', 'week', 'owls', 'flew', 'visit', 'tuesdaythoughts…']","['watling', 'court', 'residents', 'gravesend', 'right', 'hoot', 'last', 'week', 'owls', 'flew', 'visit', 'tuesdaythoughts…']",0
320,2/19/2019 11:23,,12,114,official look maidam,"['official', 'look', 'maidam']","['official', 'look', 'maidam']",0
321,2/19/2019 11:23,"Ohio, USA",206,215,it's 2019. it's not hard. if you're born with a dick = you are a male. if you're born with a vagina = you are a fem… ,"['2019', 'hard', 'youre', 'born', 'dick', 'male', 'youre', 'born', 'vagina', 'fem…']","['2019', 'hard', 'youre', 'born', 'dick', 'male', 'youre', 'born', 'vagina', 'fem…']",0
322,2/19/2019 11:23,"Earth, at the moment",973,681," remember when obama said immigration reform and strengthening our borders was ""the right thing to do""? oh ho… ","['remember', 'obama', 'said', 'immigration', 'reform', 'strengthening', 'borders', 'right', 'thing', 'oh', 'ho…']","['remember', 'obama', 'said', 'immigration', 'reform', 'strengthening', 'borders', 'right', 'thing', 'oh', 'ho…']",0
323,2/19/2019 11:23,"New Delhi, India",0,0,touch and comfort that'll make you want to stay in bed forever. shop the bedsheet here:  ,"['touch', 'comfort', 'thatll', 'make', 'want', 'stay', 'bed', 'forever', 'shop', 'bedsheet']","['touch', 'comfort', 'thatll', 'make', 'want', 'stay', 'bed', 'forever', 'shop', 'bedsheet']",0
324,2/19/2019 11:23,Global 💡🌍,3895,1317,"cutting edge leadership entrepreneur, the best way to deliver, develop and drive a message is to keep it struc… ","['cutting', 'edge', 'leadership', 'entrepreneur', 'best', 'way', 'deliver', 'develop', 'drive', 'message', 'keep', 'struc…']","['cutting', 'edge', 'leadership', 'entrepreneur', 'best', 'way', 'deliver', 'develop', 'drive', 'message', 'keep', 'struc…']",4
325,2/19/2019 11:23,Southeast USA,6740,5525,tuesdaythoughts   taking a page from  a wyoming moment ~  nature bison wyoming ~ check… ,"['tuesdaythoughts', 'taking', 'page', 'wyoming', 'moment', 'nature', 'bison', 'wyoming', 'check…']","['taking', 'page', 'wyoming', 'moment', 'nature', 'bison', 'wyoming', 'check…']",0
326,2/19/2019 11:23,"England, United Kingdom",0,4,why do they cancel good shows but still manage to fund daytime tv? tuesdaythoughts,"['cancel', 'good', 'shows', 'still', 'manage', 'fund', 'daytime', 'tv', 'tuesdaythoughts']","['cancel', 'good', 'shows', 'still', 'manage', 'fund', 'daytime', 'tv']",0
327,2/19/2019 11:23,,0,1,pls  flipkart stock clearance  taheemrajat web:  fb:… ,"['pls', 'flipkart', 'stock', 'clearance', 'taheemrajat', 'web', 'fb…']","['pls', 'flipkart', 'stock', 'clearance', 'taheemrajat', 'web', 'fb…']",0
328,2/19/2019 11:23,North American Tectonic Plate,2225,2218,imma get me sum tuesdaythoughts tuesdaymotivation  via ,"['imma', 'get', 'sum', 'tuesdaythoughts', 'tuesdaymotivation', 'via']","['imma', 'get', 'sum', 'tuesdaymotivation', 'via']",0
329,2/19/2019 11:23,,2518,1107,how to draw manga faces (b&amp;w saver ed.) by stan kutcher: (link:   tuesdaythoughts tuesdaymotivation,"['draw', 'manga', 'faces', 'bampw', 'saver', 'ed', 'stan', 'kutcher', 'link', 'tuesdaythoughts', 'tuesdaymotivation']","['draw', 'manga', 'faces', 'bampw', 'saver', 'ed', 'stan', 'kutcher', 'link', 'tuesdaymotivation']",4
330,2/19/2019 11:23,London,4008,1153,my snow owl experience. thank you to  for allowing me to share  tuesdaymotivation… ,"['snow', 'owl', 'experience', 'thank', 'allowing', 'share', 'tuesdaymotivation…']","['snow', 'owl', 'experience', 'thank', 'allowing', 'share', 'tuesdaymotivation…']",4
331,2/19/2019 11:23,,2495,1922,tuesdaythoughts more 6th grade math homework is coming home with my son tonight  shhhhhhh ,"['tuesdaythoughts', '6th', 'grade', 'math', 'homework', 'coming', 'home', 'son', 'tonight', 'shhhhhhh']","['6th', 'grade', 'math', 'homework', 'coming', 'home', 'son', 'tonight', 'shhhhhhh']",0
332,2/19/2019 11:23,"ÜT: -8.684999,115.196064",281,285,why i'm single? because i can't date my favourite celebrity yet. tuesdaythoughts,"['im', 'single', 'cant', 'date', 'favourite', 'celebrity', 'yet', 'tuesdaythoughts']","['im', 'single', 'cant', 'date', 'favourite', 'celebrity', 'yet']",0
333,2/19/2019 11:23,"Nairobi, Kenya",148,664,nice music please rate it your feedback is of great importance,"['nice', 'music', 'please', 'rate', 'feedback', 'great', 'importance']","['nice', 'music', 'please', 'rate', 'feedback', 'great', 'importance']",4
334,2/19/2019 11:23,New York,225,0,liberty and justice for all virginia gop dnc resist resistance fbr fbrparty followbackresistance democrats… ,"['liberty', 'justice', 'virginia', 'gop', 'dnc', 'resist', 'resistance', 'fbr', 'fbrparty', 'followbackresistance', 'democrats…']","['liberty', 'justice', 'virginia', 'gop', 'dnc', 'resist', 'resistance', 'fbr', 'fbrparty', 'followbackresistance', 'democrats…']",0
335,2/19/2019 11:23,"Cheadle, England",22550,1614,"new luxury that will not be around for long, the stunning martha bed linen set is now available to brighten up your… ","['new', 'luxury', 'around', 'long', 'stunning', 'martha', 'bed', 'linen', 'set', 'available', 'brighten', 'your…']","['new', 'luxury', 'around', 'long', 'stunning', 'martha', 'bed', 'linen', 'set', 'available', 'brighten', 'your…']",4
336,2/19/2019 11:23,,33088,30980,hey orange turd  do you know what time it is? it's mueller time mf🤣 tuesdaymotivation… ,"['hey', 'orange', 'turd', 'know', 'time', 'mueller', 'time', 'mf🤣', 'tuesdaymotivation…']","['hey', 'orange', 'turd', 'know', 'time', 'mueller', 'time', 'mf🤣', 'tuesdaymotivation…']",4
337,2/19/2019 11:23,,137,1586,goodmorning yallz hope y’all have a great morning tuesdaythoughts tuesdayselfie tuesdaymotivation,"['goodmorning', 'yallz', 'hope', 'y’all', 'great', 'morning', 'tuesdaythoughts', 'tuesdayselfie', 'tuesdaymotivation']","['goodmorning', 'yallz', 'hope', 'y’all', 'great', 'morning', 'tuesdayselfie', 'tuesdaymotivation']",4
338,2/19/2019 11:23,London,118,62,"people may doubt you but they will believe what you do."" tuesdaythoughts tuesdaymotivation","['people', 'may', 'doubt', 'believe', 'tuesdaythoughts', 'tuesdaymotivation']","['people', 'may', 'doubt', 'believe', 'tuesdaymotivation']",0
339,2/19/2019 11:24,world ,340,247,everyone is taking turns on a run on the market today and apollo is just giving everyone a head start to see what t… ,"['everyone', 'taking', 'turns', 'run', 'market', 'today', 'apollo', 'giving', 'everyone', 'head', 'start', 'see', 't…']","['everyone', 'taking', 'turns', 'run', 'market', 'today', 'apollo', 'giving', 'everyone', 'head', 'start', 'see', 't…']",0
340,2/19/2019 11:24,kolkata,153,490,the book to read is not the one that thinks for you but the one which makes you think. tuesdaythoughts,"['book', 'read', 'one', 'thinks', 'one', 'makes', 'think', 'tuesdaythoughts']","['book', 'read', 'one', 'thinks', 'one', 'makes', 'think']",0
341,2/19/2019 11:24,"Mishawaka, IN",24,19,"you’re not just picking your favorite colors and a pretty design, you’re branding your entire company. its design w… ","['you’re', 'picking', 'favorite', 'colors', 'pretty', 'design', 'you’re', 'branding', 'entire', 'company', 'design', 'w…']","['you’re', 'picking', 'favorite', 'colors', 'pretty', 'design', 'you’re', 'branding', 'entire', 'company', 'design', 'w…']",4
342,2/19/2019 11:24,"Ohio, USA and the World.",10278,10600,"always look for the helpers. there are always helpers. "" ~ mr. rogers. tuesdaymotivation tuesdaythoughts","['always', 'look', 'helpers', 'always', 'helpers', 'mr', 'rogers', 'tuesdaymotivation', 'tuesdaythoughts']","['always', 'look', 'helpers', 'always', 'helpers', 'mr', 'rogers', 'tuesdaymotivation']",0
343,2/19/2019 11:24,"Portland, ME",101,13,a journey of thousand miles behind with a single step. tuesdaymorning tuesdaythoughts tuesdaymotivation ,"['journey', 'thousand', 'miles', 'behind', 'single', 'step', 'tuesdaymorning', 'tuesdaythoughts', 'tuesdaymotivation']","['journey', 'thousand', 'miles', 'behind', 'single', 'step', 'tuesdaymorning', 'tuesdaymotivation']",0
344,2/19/2019 11:24,Bayraklı/İzmir/Turkey,305,150,royaltyfree music for the professionals by 123rf  royaltyfree musicproducer… ,"['royaltyfree', 'music', 'professionals', '123rf', 'royaltyfree', 'musicproducer…']","['royaltyfree', 'music', 'professionals', '123rf', 'royaltyfree', 'musicproducer…']",4
